validation_step,partition,image_index,output_key,identity,prompt,seed,generated_image_count,id_sim,id_sim_legacy_best,id_sim_mask_iou,id_sim_face_count,id_sim_no_face,id_sim_unowned,id_sim_ambiguous
0,manual_val,0,Reading pa_eddie.png,eddie,"Reading paper man img, park bench, calm face, grey overcoat",0,1,0.5328614711761475,-0.035887669771909714,0.713902966525711,1.0,0.0,0.0,0.0
0,manual_val,1,Rushing ma_eddie.png,eddie,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0,1,0.5466399192810059,0.12652084231376648,0.922409200968523,2.0,0.0,0.0,0.0
0,manual_val,2,Skiing man_eddie.png,eddie,"Skiing man img, snowy slope, fearless grin, orange goggles",0,1,0.30269837379455566,0.016710810363292694,0.7627424419294226,1.0,0.0,0.0,0.0
0,manual_val,3,Drumming m_eddie.png,eddie,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.5548802018165588,0.05425221845507622,0.8545688545688546,1.0,0.0,0.0,0.0
0,manual_val,4,Kickboxing_eddie.png,eddie,"Kickboxing man img, gym ring, fierce roar face, sweatband",0,1,0.5698301792144775,0.004043408203870058,0.840619588680409,1.0,0.0,0.0,0.0
0,manual_val,5,Dancing ma_eddie.png,eddie,"Dancing man img, neon club, euphoric face, silver jumpsuit",0,1,0.3314996361732483,0.06922736763954163,0.34146341463414637,1.0,0.0,0.0,0.0
0,manual_val,6,Angry man _eddie.png,eddie,"Angry man img, traffic jam, scowling face, dark suit",0,1,0.5608930587768555,0.029129410162568092,0.8427741315162409,1.0,0.0,0.0,0.0
0,manual_val,7,Crying man_eddie.png,eddie,"Crying man img, stormy alley, tearful face, ripped jeans",0,1,0.5503782629966736,0.02968284673988819,0.8064787205204662,1.0,0.0,0.0,0.0
0,manual_val,8,Laughing m_eddie.png,eddie,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0,1,0.510086178779602,-0.022837771102786064,0.7930397763701177,1.0,0.0,0.0,0.0
0,manual_val,9,Jumping ma_eddie.png,eddie,"Jumping man img, beach sunset, ecstatic face, blue tank top",0,1,0.3651691675186157,0.05678928270936012,0.9111364748084135,1.0,0.0,0.0,0.0
0,manual_val,10,Night-ride_eddie.png,eddie,"Night-ride biker man img, neon city, excited face, reflective vest",0,1,0.5594465732574463,0.02814541757106781,0.8060170262005124,1.0,0.0,0.0,0.0
0,manual_val,11,Chef man i_eddie.png,eddie,"Chef man img, bustling kitchen, proud grin, tall white toque",0,1,0.5368139743804932,0.07743150740861893,0.8220255653883972,2.0,0.0,0.0,0.0
0,manual_val,12,Reading pa_elon.png,elon,"Reading paper man img, park bench, calm face, grey overcoat",0,1,0.6515654921531677,0.6515654921531677,0.9038629001358459,1.0,0.0,0.0,0.0
0,manual_val,13,Rushing ma_elon.png,elon,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0,1,0.6113142371177673,0.6113142371177673,0.9023868354688336,1.0,0.0,0.0,0.0
0,manual_val,14,Skiing man_elon.png,elon,"Skiing man img, snowy slope, fearless grin, orange goggles",0,1,0.4440070390701294,0.4440070390701294,0.93253734581293,1.0,0.0,0.0,0.0
0,manual_val,15,Drumming m_elon.png,elon,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.6491946578025818,0.6491946578025818,0.8771159126178822,1.0,0.0,0.0,0.0
0,manual_val,16,Kickboxing_elon.png,elon,"Kickboxing man img, gym ring, fierce roar face, sweatband",0,1,0.6553789377212524,0.6553789377212524,0.8744124305599753,1.0,0.0,0.0,0.0
0,manual_val,17,Dancing ma_elon.png,elon,"Dancing man img, neon club, euphoric face, silver jumpsuit",0,1,0.46260109543800354,0.46260109543800354,0.9056728961627778,1.0,0.0,0.0,0.0
0,manual_val,18,Angry man _elon.png,elon,"Angry man img, traffic jam, scowling face, dark suit",0,1,0.6221492290496826,0.6221492290496826,0.9008713999945195,1.0,0.0,0.0,0.0
0,manual_val,19,Crying man_elon.png,elon,"Crying man img, stormy alley, tearful face, ripped jeans",0,1,0.5777297616004944,0.5777297616004944,0.9341982307500623,1.0,0.0,0.0,0.0
0,manual_val,20,Laughing m_elon.png,elon,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0,1,0.6224353313446045,0.6224353313446045,0.8808004140072452,1.0,0.0,0.0,0.0
0,manual_val,21,Jumping ma_elon.png,elon,"Jumping man img, beach sunset, ecstatic face, blue tank top",0,1,0.4846378564834595,0.4846378564834595,0.7710775314221155,1.0,0.0,0.0,0.0
0,manual_val,22,Night-ride_elon.png,elon,"Night-ride biker man img, neon city, excited face, reflective vest",0,1,0.6005209684371948,0.6005209684371948,0.938977223893425,1.0,0.0,0.0,0.0
0,manual_val,23,Chef man i_elon.png,elon,"Chef man img, bustling kitchen, proud grin, tall white toque",0,1,0.6710518598556519,0.6710518598556519,0.8281889178133135,2.0,0.0,0.0,0.0
