validation_step,partition,image_index,output_key,identity,prompt,seed,generated_image_count,id_sim,id_sim_legacy_best,id_sim_mask_iou,id_sim_face_count,id_sim_no_face,id_sim_unowned,id_sim_ambiguous
24000,manual_val,0,Reading pa_eddie.png,eddie,"Reading paper man img, park bench, calm face, grey overcoat",0,1,0.6062898635864258,0.04132374748587608,0.9207232267037552,1.0,0.0,0.0,0.0
24000,manual_val,1,Rushing ma_eddie.png,eddie,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0,1,0.6511982679367065,0.000446128222392872,0.8450277697979508,1.0,0.0,0.0,0.0
24000,manual_val,2,Skiing man_eddie.png,eddie,"Skiing man img, snowy slope, fearless grin, orange goggles",0,1,0.42573079466819763,0.017903324216604233,0.8945468406655007,1.0,0.0,0.0,0.0
24000,manual_val,3,Drumming m_eddie.png,eddie,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.6014717221260071,0.05381554737687111,0.948129152581886,1.0,0.0,0.0,0.0
24000,manual_val,4,Kickboxing_eddie.png,eddie,"Kickboxing man img, gym ring, fierce roar face, sweatband",0,1,0.634742796421051,0.028452428057789803,0.9321393751482201,1.0,0.0,0.0,0.0
24000,manual_val,5,Dancing ma_eddie.png,eddie,"Dancing man img, neon club, euphoric face, silver jumpsuit",0,1,0.36596453189849854,0.03810548782348633,0.44239013933547694,1.0,0.0,0.0,0.0
24000,manual_val,6,Angry man _eddie.png,eddie,"Angry man img, traffic jam, scowling face, dark suit",0,1,0.601087212562561,0.04858359321951866,0.9089501561863371,1.0,0.0,0.0,0.0
24000,manual_val,7,Crying man_eddie.png,eddie,"Crying man img, stormy alley, tearful face, ripped jeans",0,1,0.5937895178794861,0.04783373698592186,0.8919424962711434,1.0,0.0,0.0,0.0
24000,manual_val,8,Laughing m_eddie.png,eddie,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0,1,0.4792807698249817,0.0639851912856102,0.9007795889440113,1.0,0.0,0.0,0.0
24000,manual_val,9,Jumping ma_eddie.png,eddie,"Jumping man img, beach sunset, ecstatic face, blue tank top",0,1,0.26858100295066833,0.06765919178724289,0.8779643541022242,1.0,0.0,0.0,0.0
24000,manual_val,10,Night-ride_eddie.png,eddie,"Night-ride biker man img, neon city, excited face, reflective vest",0,1,0.5751088261604309,0.05736083164811134,0.8400401586596224,1.0,0.0,0.0,0.0
24000,manual_val,11,Chef man i_eddie.png,eddie,"Chef man img, bustling kitchen, proud grin, tall white toque",0,1,0.563683807849884,0.05218353495001793,0.8969388886249545,2.0,0.0,0.0,0.0
24000,manual_val,12,Reading pa_elon.png,elon,"Reading paper man img, park bench, calm face, grey overcoat",0,1,0.6685382723808289,0.6685382723808289,0.9565609866181978,1.0,0.0,0.0,0.0
24000,manual_val,13,Rushing ma_elon.png,elon,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0,1,0.6717796921730042,0.6717796921730042,0.9603239468013969,1.0,0.0,0.0,0.0
24000,manual_val,14,Skiing man_elon.png,elon,"Skiing man img, snowy slope, fearless grin, orange goggles",0,1,0.36544090509414673,0.36544090509414673,0.9486462809227817,1.0,0.0,0.0,0.0
24000,manual_val,15,Drumming m_elon.png,elon,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.6206758618354797,0.6206758618354797,0.978067575577949,1.0,0.0,0.0,0.0
24000,manual_val,16,Kickboxing_elon.png,elon,"Kickboxing man img, gym ring, fierce roar face, sweatband",0,1,0.6148756742477417,0.6148756742477417,0.9634923212964467,1.0,0.0,0.0,0.0
24000,manual_val,17,Dancing ma_elon.png,elon,"Dancing man img, neon club, euphoric face, silver jumpsuit",0,1,0.48610302805900574,0.48610302805900574,0.8769303498266625,1.0,0.0,0.0,0.0
24000,manual_val,18,Angry man _elon.png,elon,"Angry man img, traffic jam, scowling face, dark suit",0,1,0.6410636305809021,0.6410636305809021,0.9516471399035148,1.0,0.0,0.0,0.0
24000,manual_val,19,Crying man_elon.png,elon,"Crying man img, stormy alley, tearful face, ripped jeans",0,1,0.5622312426567078,0.5622312426567078,0.9786075006209123,1.0,0.0,0.0,0.0
24000,manual_val,20,Laughing m_elon.png,elon,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0,1,0.5950720906257629,0.5950720906257629,0.9414920429178368,1.0,0.0,0.0,0.0
24000,manual_val,21,Jumping ma_elon.png,elon,"Jumping man img, beach sunset, ecstatic face, blue tank top",0,1,0.4966222643852234,0.4966222643852234,0.9248684210526316,1.0,0.0,0.0,0.0
24000,manual_val,22,Night-ride_elon.png,elon,"Night-ride biker man img, neon city, excited face, reflective vest",0,1,0.6898971796035767,0.6898971796035767,0.9273266980967347,1.0,0.0,0.0,0.0
24000,manual_val,23,Chef man i_elon.png,elon,"Chef man img, bustling kitchen, proud grin, tall white toque",0,1,0.6245532035827637,0.6245532035827637,0.8948316940558373,2.0,0.0,0.0,0.0
24000,manual_val,24,Reading pa_jennie.png,jennie,"Reading paper woman img, park bench, calm face, grey overcoat",0,1,0.595287024974823,0.595287024974823,0.9076698745990085,1.0,0.0,0.0,0.0
24000,manual_val,25,Rushing wo_jennie.png,jennie,"Rushing woman img portrait, subway platform, anxious face, swinging briefcase",0,1,0.6103895306587219,0.6103895306587219,0.960172972972973,1.0,0.0,0.0,0.0
24000,manual_val,26,Skiing wom_jennie.png,jennie,"Skiing woman img, snowy slope, fearless grin, orange goggles",0,1,0.5892342329025269,0.5892342329025269,0.9589911673283477,1.0,0.0,0.0,0.0
24000,manual_val,27,Drumming w_jennie.png,jennie,"Drumming woman img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.6173021793365479,0.6173021793365479,0.9607250755287009,1.0,0.0,0.0,0.0
24000,manual_val,28,Kickboxing_jennie.png,jennie,"Kickboxing woman img, gym ring, fierce roar face, sweatband",0,1,0.6460148096084595,0.6460148096084595,0.9851011394187684,1.0,0.0,0.0,0.0
24000,manual_val,29,Dancing wo_jennie.png,jennie,"Dancing woman img, neon club, euphoric face, silver jumpsuit",0,1,0.4465007781982422,0.4465007781982422,0.9138392857142857,1.0,0.0,0.0,0.0
24000,manual_val,30,Angry woma_jennie.png,jennie,"Angry woman img, traffic jam, scowling face, dark suit",0,1,0.6347225308418274,0.6347225308418274,0.9251732582981606,1.0,0.0,0.0,0.0
24000,manual_val,31,Crying wom_jennie.png,jennie,"Crying woman img, stormy alley, tearful face, ripped jeans",0,1,0.5740294456481934,0.5740294456481934,0.9343984685613311,1.0,0.0,0.0,0.0
24000,manual_val,32,Laughing w_jennie.png,jennie,"Laughing woman img, carnival wheel, carefree laugh, polka-dot shirt",0,1,0.5465846061706543,0.5465846061706543,0.956271186440678,1.0,0.0,0.0,0.0
24000,manual_val,33,Jumping wo_jennie.png,jennie,"Jumping woman img, beach sunset, ecstatic face, blue tank top",0,1,0.37541383504867554,0.37541383504867554,0.9497645211930926,1.0,0.0,0.0,0.0
24000,manual_val,34,Night-ride_jennie.png,jennie,"Night-ride biker woman img, neon city, excited face, reflective vest",0,1,0.6686021089553833,0.6686021089553833,0.9533898305084746,1.0,0.0,0.0,0.0
24000,manual_val,35,Chef woman_jennie.png,jennie,"Chef woman img, bustling kitchen, proud grin, tall white toque",0,1,0.573718786239624,0.573718786239624,0.9008609838376718,2.0,0.0,0.0,0.0
24000,manual_val,36,Reading pa_jensen.png,jensen,"Reading paper man img, park bench, calm face, grey overcoat",0,1,0.6360414624214172,0.6360414624214172,0.9141239224410345,1.0,0.0,0.0,0.0
24000,manual_val,37,Rushing ma_jensen.png,jensen,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0,1,0.6214145421981812,0.6214145421981812,0.954278846781884,1.0,0.0,0.0,0.0
24000,manual_val,38,Skiing man_jensen.png,jensen,"Skiing man img, snowy slope, fearless grin, orange goggles",0,1,0.48764437437057495,0.48764437437057495,0.8932417057297592,1.0,0.0,0.0,0.0
24000,manual_val,39,Drumming m_jensen.png,jensen,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0,1,0.6150082349777222,0.6150082349777222,0.9468289006137611,1.0,0.0,0.0,0.0
24000,manual_val,40,Kickboxing_jensen.png,jensen,"Kickboxing man img, gym ring, fierce roar face, sweatband",0,1,0.48189789056777954,0.48189789056777954,0.940377532228361,1.0,0.0,0.0,0.0
24000,manual_val,41,Dancing ma_jensen.png,jensen,"Dancing man img, neon club, euphoric face, silver jumpsuit",0,1,0.5159575939178467,0.5159575939178467,0.8507063112326271,1.0,0.0,0.0,0.0
